Time,GPS_1,GPS_2,IDvacca,hash
01-Apr-2023 01:00:00,10.7779492300496,46.0181028617246,Agritech24,DE0E35261D2C92EB3720FBDDF704ACD41D629D247A759327D9597ACC04649412
01-Apr-2023 01:15:00,10.7779492300496,46.0181028617246,Agritech24,7045A96C58633AADFECA3748CFB5EFB6E4A82ED9E8A4B531F945F3F51EF3F14F
01-Apr-2023 01:30:00,10.7779492300496,46.0181028617246,Agritech24,25D5EB276592F718965D63EEA5D651D859D00678EFB08BE10FA2A96614FFCDBE
01-Apr-2023 01:45:00,10.7779492300496,46.0181028617246,Agritech24,898FA6E1A775A63D37D539506D55C3F59B189A9E634B46D800ED0BE2399ECD52
01-Apr-2023 02:00:00,10.7779492300496,46.0181028617246,Agritech24,6E8CAA7C3F530E722B79D4ABDC07BD38567596AA900261C9283165EE0A93CF9F
01-Apr-2023 02:15:00,10.7779492300496,46.0181028617246,Agritech24,1AA8F3DB1F3B90A3B03F78F80B0F31B5D1F12430D98DEF3A40CD8D8D9569A668
01-Apr-2023 02:30:00,10.7779492300496,46.0181028617246,Agritech24,25825E11E5D1BD165087A06BDF6A7AA1880BB82AABEBB2CA449D82E87BC35303
01-Apr-2023 02:45:00,10.7779492300496,46.0181028617246,Agritech24,85B4EDEAF5B350550B087698452544141651F089F22A381E01B55B23196CC65E
01-Apr-2023 03:00:00,10.7779492300496,46.0181028617246,Agritech24,DFF41A8BCE3A748E539D34F89557D7C088E5BF24A4DD5E5C40E9BEBFF512BC22
01-Apr-2023 03:15:00,10.7779492300496,46.0181028617246,Agritech24,8D93AD9A3218BBA16440028D7433D203589613AC5C43A6CCE8150CA2ACA0FB0E
01-Apr-2023 03:30:00,10.7779492300496,46.0181028617246,Agritech24,8449EB94DDE1782F1468D17955225E48610B8C708B0A7E678D21F8E92EA28B88
01-Apr-2023 03:45:00,10.7779492300496,46.0181028617246,Agritech24,C2D7D2DE9583DA13E17BFAD1FC7549CEF125818B23BCA4F8B1BA5989C47B04C9
01-Apr-2023 04:00:00,10.7779492300496,46.0181028617246,Agritech24,F03AE33BAB9B2EA3264800A5A6ACD1E65AF1208BF85FFCD3253DA949CB251CAC
01-Apr-2023 04:15:00,10.7779492300496,46.0181028617246,Agritech24,904E88282115000E40B034809C1E3478C04BC4E5C2BE67EF702E34E85C2DFB98
01-Apr-2023 04:30:00,10.7779492300496,46.0181028617246,Agritech24,DA58E6AD0765024B3BDE1B149F7FF1A9CAB09C4ED3B6465590B04AD33819ABAF
01-Apr-2023 04:45:00,10.7779492300496,46.0181028617246,Agritech24,29C2EC6B88BCBFC5379E116E413BC28E4394FC38CE64B9BFA5A79E61278255FC
01-Apr-2023 05:00:00,10.7779492300496,46.0181028617246,Agritech24,30CA68925ECBC70B1311320CC786D3FF012AC79708C4DBA6E6295A2171179BDD
01-Apr-2023 05:15:00,10.7779492300496,46.0181028617246,Agritech24,18264918BEACB7087766B39EF86E6F061AA876BBFB4D559804935C7E24C4AAF8
01-Apr-2023 05:30:00,10.7779492300496,46.0181028617246,Agritech24,36918861C2F523B8013CB5A92BDE68B852437623E5992389FCE3C84942C2CD04
01-Apr-2023 05:45:00,10.7779492300496,46.0181028617246,Agritech24,A501CB9E930B94D155016401A2DFFC297DD3E0C763F9D162C02183199686B25F
01-Apr-2023 06:00:00,10.7779492300496,46.0181028617246,Agritech24,B9B726C45A71A003292EE3C2705B0FD18CB1B99A73D9FCAAA6A6BDC32F84E915
01-Apr-2023 06:15:00,10.7779492300496,46.0181028617246,Agritech24,DF3CFAC78D2B68CA4E8296AC4866ED1505236FD0E1B21BF09FD9917D8E748C23
01-Apr-2023 06:30:00,10.7779492300496,46.0181028617246,Agritech24,8671F5758699A075D1B9A1B167F2E2C02F381BE4910820EEBD2E0BE137237579
01-Apr-2023 06:45:00,10.7779492300496,46.0181028617246,Agritech24,BE7BEE98BEB03E4406915155D8D0A2EFA9D2BC3D60039931F52539A6C53D4B20
01-Apr-2023 07:00:00,10.7779492300496,46.0181028617246,Agritech24,C8D787DD5A214C37C667F2ACBE25C1A7494A9EBF1B89AF3A187E520E9A9201D0
01-Apr-2023 07:15:00,10.7781083144501,46.0183166083933,Agritech24,A31E58FEDC85474FFE76B7408836ACB66CE682A176A7ADDF3C907F10B21DF971
01-Apr-2023 07:30:00,10.7779261388491,46.0181865441655,Agritech24,DCF00859CD3D49842DE9DFEE0EE56C7E9345B6A7E5CFCD6A40B7C30C0175CD83
01-Apr-2023 07:45:00,10.7779492300496,46.0181028617246,Agritech24,B4FAC45375580FCE3C7D6D9C87F82FA3BD78A9B9E5EF3325295A98DC09B6441F
01-Apr-2023 08:00:00,10.7779492300496,46.0181028617246,Agritech24,7924015D1C2D7EEEC5EC54A65F5F84E4A4110D26DE76C46A7A2BBC92FF3EF2AD
01-Apr-2023 08:15:00,10.7779492300496,46.0181028617246,Agritech24,011798A54FAE959F7C1EE4C270E3740117B859D3A94A874440BF678E57648713
01-Apr-2023 08:30:00,10.7779492300496,46.0181028617246,Agritech24,DA1FC9D006C295607ECA897E62A3AF7C1450F337314B3491BB12C337375F9597
01-Apr-2023 08:45:00,10.7780207611284,46.0181720636073,Agritech24,5AB8DC4CE3D73CC3FE2CC4AD2441D6E3EFB1FE760A16368D8BA403136C482503
01-Apr-2023 09:00:00,10.7778248511511,46.017827806105,Agritech24,A13610D02D6F59C0760292736E55E41F6329436B1437262D38162E417C62D03D
01-Apr-2023 09:15:00,10.7780743739074,46.0179121473046,Agritech24,4CC0E1B2FE4F1AEA1F27E2613B2B84776A0E176E659D57C3096E260C34B0DD43
